	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value
91	68	uri	http://www.wikidata.org/entity/Q7756815	uri	https://en.wikipedia.org/wiki/The_Phantom_%27Rickshaw_and_Other_Tales	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1888-01-01T00:00:00Z	en	literal	The Phantom 'Rickshaw and other Eerie Tales	en	literal	Rudyard Kipling	en	literal	English
92	69	uri	http://www.wikidata.org/entity/Q7760258	uri	https://en.wikipedia.org/wiki/The_Rescue_of_Pluffles	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Rescue of Pluffles	en	literal	Rudyard Kipling			
93	70	uri	http://www.wikidata.org/entity/Q7764385	uri	https://en.wikipedia.org/wiki/The_Sing-Song_of_Old_Man_Kangaroo	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	The Sing-Song of Old Man Kangaroo	en	literal	Rudyard Kipling			
94	71	uri	http://www.wikidata.org/entity/Q7766836	uri	https://en.wikipedia.org/wiki/The_Story_of_the_Gadsbys	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	The Story of the Gadsbys	en	literal	Rudyard Kipling			
95	72	uri	http://www.wikidata.org/entity/Q7767939	uri	https://en.wikipedia.org/wiki/The_Taking_of_Lungtungpen	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Taking of Lungtungpen	en	literal	Rudyard Kipling			
96	73	uri	http://www.wikidata.org/entity/Q7769049	uri	https://en.wikipedia.org/wiki/The_Three_Musketeers_(short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Three Musketeers	en	literal	Rudyard Kipling			
97	74	uri	http://www.wikidata.org/entity/Q7797942	uri	https://en.wikipedia.org/wiki/Three_and_%E2%80%93_an_Extra	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Three and – an Extra	en	literal	Rudyard Kipling			
98	75	uri	http://www.wikidata.org/entity/Q7798558	uri	https://en.wikipedia.org/wiki/Thrown_Away	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Thrown Away	en	literal	Rudyard Kipling			
99	76	uri	http://www.wikidata.org/entity/Q7801341	uri	https://en.wikipedia.org/wiki/Tiger!_Tiger!_(Kipling_short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1894-01-01T00:00:00Z	en	literal	Tiger! Tiger!	en	literal	Rudyard Kipling	en	literal	English
100	77	uri	http://www.wikidata.org/entity/Q7883278	uri	https://en.wikipedia.org/wiki/Under_the_Deodars	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1888-01-01T00:00:00Z	en	literal	Under the Deodars	en	literal	Rudyard Kipling	en	literal	English
101	78	uri	http://www.wikidata.org/entity/Q7973125	uri	https://en.wikipedia.org/wiki/Watches_of_the_Night	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Watches of the Night	en	literal	Rudyard Kipling			
102	79	uri	http://www.wikidata.org/entity/Q7979316	uri	https://en.wikipedia.org/wiki/Wee_Willie_Winkie_and_Other_Child_Stories	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1888-01-01T00:00:00Z	en	literal	Wee Willie Winkie and Other Child Stories	en	literal	Rudyard Kipling	en	literal	English
103	80	uri	http://www.wikidata.org/entity/Q8054550	uri	https://en.wikipedia.org/wiki/Yoked_with_an_Unbeliever	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Yoked with an Unbeliever	en	literal	Rudyard Kipling			
104	81	uri	http://www.wikidata.org/entity/Q12809598	uri	https://en.wikipedia.org/wiki/Red_Dog_(Kipling_short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1895-01-01T00:00:00Z	en	literal	Red Dog	en	literal	Rudyard Kipling	en	literal	English
105	82	uri	http://www.wikidata.org/entity/Q13195101	uri	https://en.wikipedia.org/wiki/Miss_Youghal%27s_Sais	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Miss Youghal's Sais	en	literal	Rudyard Kipling			
106	0	uri	http://www.wikidata.org/entity/Q166334	uri	https://en.wikipedia.org/wiki/Charlotte_L%C3%B6wensk%C3%B6ld	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1925-01-01T00:00:00Z	en	literal	Charlotte Löwensköld	en	literal	Selma Lagerlöf	en	literal	Swedish
107	1	uri	http://www.wikidata.org/entity/Q478463	uri	https://en.wikipedia.org/wiki/Jerusalem_(Lagerl%C3%B6f_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-01-01T00:00:00Z	en	literal	Jerusalem	en	literal	Selma Lagerlöf	en	literal	Swedish
108	2	uri	http://www.wikidata.org/entity/Q478463	uri	https://en.wikipedia.org/wiki/Jerusalem_(Lagerl%C3%B6f_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1902-01-01T00:00:00Z	en	literal	Jerusalem	en	literal	Selma Lagerlöf	en	literal	Swedish
109	3	uri	http://www.wikidata.org/entity/Q495166	uri	https://en.wikipedia.org/wiki/The_Emperor_of_Portugallia	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1914-12-02T00:00:00Z	en	literal	The Emperor of Portugallia	en	literal	Selma Lagerlöf	en	literal	Swedish
110	4	uri	http://www.wikidata.org/entity/Q497677	uri	https://en.wikipedia.org/wiki/The_Treasure_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1904-01-01T00:00:00Z	en	literal	The Treasure	en	literal	Selma Lagerlöf	en	literal	Swedish
111	5	uri	http://www.wikidata.org/entity/Q530990	uri	https://en.wikipedia.org/wiki/Anna_Sv%C3%A4rd_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1928-01-01T00:00:00Z	en	literal	Anna Svärd	en	literal	Selma Lagerlöf	en	literal	Swedish
112	6	uri	http://www.wikidata.org/entity/Q726254	uri	https://en.wikipedia.org/wiki/The_Wonderful_Adventures_of_Nils	http://www.w3.org/2001/XMLSchema#integer	literal	38			http://www.w3.org/2001/XMLSchema#dateTime	literal	1906-01-01T00:00:00Z	en	literal	The Wonderful Adventures of Nils	en	literal	Selma Lagerlöf	en	literal	Swedish
113	7	uri	http://www.wikidata.org/entity/Q726254	uri	https://en.wikipedia.org/wiki/The_Wonderful_Adventures_of_Nils	http://www.w3.org/2001/XMLSchema#integer	literal	38			http://www.w3.org/2001/XMLSchema#dateTime	literal	1907-01-01T00:00:00Z	en	literal	The Wonderful Adventures of Nils	en	literal	Selma Lagerlöf	en	literal	Swedish
114	8	uri	http://www.wikidata.org/entity/Q1193649	uri	https://en.wikipedia.org/wiki/Thy_Soul_Shall_Bear_Witness!	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1912-01-01T00:00:00Z	en	literal	Thy Soul Shall Bear Witness!	en	literal	Selma Lagerlöf	en	literal	Swedish
115	9	uri	http://www.wikidata.org/entity/Q1196516	uri	https://en.wikipedia.org/wiki/The_L%C3%B6wensk%C3%B6ld_Ring	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1925-01-01T00:00:00Z	en	literal	The Löwensköld Ring	en	literal	Selma Lagerlöf	en	literal	Swedish
116	10	uri	http://www.wikidata.org/entity/Q1559656	uri	https://en.wikipedia.org/wiki/G%C3%B6sta_Berling%27s_Saga	http://www.w3.org/2001/XMLSchema#integer	literal	17			http://www.w3.org/2001/XMLSchema#dateTime	literal	1891-01-01T00:00:00Z	en	literal	Gösta Berlings Saga	en	literal	Selma Lagerlöf	en	literal	Swedish
117	11	uri	http://www.wikidata.org/entity/Q7736570	uri	https://en.wikipedia.org/wiki/The_Girl_from_the_Marsh_Croft_(novella)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1908-01-01T00:00:00Z	en	literal	The Girl from the Marsh Croft	en	literal	Selma Lagerlöf	en	literal	Swedish
118	12	uri	http://www.wikidata.org/entity/Q7767987	uri	https://en.wikipedia.org/wiki/The_Tale_of_a_Manor	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1899-01-01T00:00:00Z	en	literal	The Tale of a Manor	en	literal	Selma Lagerlöf	en	literal	Swedish
119	0	uri	http://www.wikidata.org/entity/Q7736570	uri	https://en.wikipedia.org/wiki/The_Girl_from_the_Marsh_Croft_(novella)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1908-01-01T00:00:00Z	en	literal	The Girl from the Marsh Croft	en	literal	Selma Lagerlöf	en	literal	Swedish
120	1	uri	http://www.wikidata.org/entity/Q7767987	uri	https://en.wikipedia.org/wiki/The_Tale_of_a_Manor	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1899-01-01T00:00:00Z	en	literal	The Tale of a Manor	en	literal	Selma Lagerlöf	en	literal	Swedish
121	2	uri	http://www.wikidata.org/entity/Q166334	uri	https://en.wikipedia.org/wiki/Charlotte_L%C3%B6wensk%C3%B6ld	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1925-01-01T00:00:00Z	en	literal	Charlotte Löwensköld	en	literal	Selma Lagerlöf	en	literal	Swedish
122	3	uri	http://www.wikidata.org/entity/Q478463	uri	https://en.wikipedia.org/wiki/Jerusalem_(Lagerl%C3%B6f_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-01-01T00:00:00Z	en	literal	Jerusalem	en	literal	Selma Lagerlöf	en	literal	Swedish
123	4	uri	http://www.wikidata.org/entity/Q478463	uri	https://en.wikipedia.org/wiki/Jerusalem_(Lagerl%C3%B6f_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1902-01-01T00:00:00Z	en	literal	Jerusalem	en	literal	Selma Lagerlöf	en	literal	Swedish
124	5	uri	http://www.wikidata.org/entity/Q495166	uri	https://en.wikipedia.org/wiki/The_Emperor_of_Portugallia	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1914-12-02T00:00:00Z	en	literal	The Emperor of Portugallia	en	literal	Selma Lagerlöf	en	literal	Swedish
125	6	uri	http://www.wikidata.org/entity/Q497677	uri	https://en.wikipedia.org/wiki/The_Treasure_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1904-01-01T00:00:00Z	en	literal	The Treasure	en	literal	Selma Lagerlöf	en	literal	Swedish
126	7	uri	http://www.wikidata.org/entity/Q530990	uri	https://en.wikipedia.org/wiki/Anna_Sv%C3%A4rd_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1928-01-01T00:00:00Z	en	literal	Anna Svärd	en	literal	Selma Lagerlöf	en	literal	Swedish
127	8	uri	http://www.wikidata.org/entity/Q726254	uri	https://en.wikipedia.org/wiki/The_Wonderful_Adventures_of_Nils	http://www.w3.org/2001/XMLSchema#integer	literal	38			http://www.w3.org/2001/XMLSchema#dateTime	literal	1906-01-01T00:00:00Z	en	literal	The Wonderful Adventures of Nils	en	literal	Selma Lagerlöf	en	literal	Swedish
128	9	uri	http://www.wikidata.org/entity/Q726254	uri	https://en.wikipedia.org/wiki/The_Wonderful_Adventures_of_Nils	http://www.w3.org/2001/XMLSchema#integer	literal	38			http://www.w3.org/2001/XMLSchema#dateTime	literal	1907-01-01T00:00:00Z	en	literal	The Wonderful Adventures of Nils	en	literal	Selma Lagerlöf	en	literal	Swedish
129	10	uri	http://www.wikidata.org/entity/Q1193649	uri	https://en.wikipedia.org/wiki/Thy_Soul_Shall_Bear_Witness!	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1912-01-01T00:00:00Z	en	literal	Thy Soul Shall Bear Witness!	en	literal	Selma Lagerlöf	en	literal	Swedish
130	11	uri	http://www.wikidata.org/entity/Q1196516	uri	https://en.wikipedia.org/wiki/The_L%C3%B6wensk%C3%B6ld_Ring	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1925-01-01T00:00:00Z	en	literal	The Löwensköld Ring	en	literal	Selma Lagerlöf	en	literal	Swedish
131	12	uri	http://www.wikidata.org/entity/Q1559656	uri	https://en.wikipedia.org/wiki/G%C3%B6sta_Berling%27s_Saga	http://www.w3.org/2001/XMLSchema#integer	literal	17			http://www.w3.org/2001/XMLSchema#dateTime	literal	1891-01-01T00:00:00Z	en	literal	Gösta Berlings Saga	en	literal	Selma Lagerlöf	en	literal	Swedish
132	0	uri	http://www.wikidata.org/entity/Q23307974	uri	https://en.wikipedia.org/wiki/Spanisches_Liederbuch	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Spanisches Liederbuch	en	literal	Paul Heyse	en	literal	Spanish
133	0	uri	http://www.wikidata.org/entity/Q628536	uri	https://en.wikipedia.org/wiki/Monna_Vanna_(F%C3%A9vrier)	http://www.w3.org/2001/XMLSchema#integer	literal	5						en	literal	Monna Vanna	en	literal	Maurice Maeterlinck	en	literal	French
134	1	uri	http://www.wikidata.org/entity/Q652182	uri	https://en.wikipedia.org/wiki/Pell%C3%A9as_and_M%C3%A9lisande	http://www.w3.org/2001/XMLSchema#integer	literal	17	literal	4380191-2				en	literal	Pelléas and Mélisande	en	literal	Maurice Maeterlinck	en	literal	French
135	2	uri	http://www.wikidata.org/entity/Q1367544	uri	https://en.wikipedia.org/wiki/The_Blue_Bird_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	14						en	literal	The Blue Bird	en	literal	Maurice Maeterlinck	en	literal	French
136	3	uri	http://www.wikidata.org/entity/Q3204277	uri	https://en.wikipedia.org/wiki/Intruder_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	Intruder	en	literal	Maurice Maeterlinck			
137	4	uri	http://www.wikidata.org/entity/Q3479982	uri	https://en.wikipedia.org/wiki/Hothouses	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1889-01-01T00:00:00Z	en	literal	Hothouses	en	literal	Maurice Maeterlinck	en	literal	French
138	5	uri	http://www.wikidata.org/entity/Q6046679	uri	https://en.wikipedia.org/wiki/Interior_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	6						en	literal	Interior	en	literal	Maurice Maeterlinck	en	literal	French
139	6	uri	http://www.wikidata.org/entity/Q6780230	uri	https://en.wikipedia.org/wiki/Mary_Magdalene_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Mary Magdalene	en	literal	Maurice Maeterlinck			
140	7	uri	http://www.wikidata.org/entity/Q7244689	uri	https://en.wikipedia.org/wiki/Princess_Maleine	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Princess Maleine	en	literal	Maurice Maeterlinck			
141	8	uri	http://www.wikidata.org/entity/Q7718586	uri	https://en.wikipedia.org/wiki/The_Blind	http://www.w3.org/2001/XMLSchema#integer	literal	6						en	literal	The Blind	en	literal	Maurice Maeterlinck	en	literal	French
142	9	uri	http://www.wikidata.org/entity/Q7729457	uri	https://en.wikipedia.org/wiki/The_Death_of_Tintagiles	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	The Death of Tintagiles	en	literal	Maurice Maeterlinck			
143	10	uri	http://www.wikidata.org/entity/Q7770050	uri	https://en.wikipedia.org/wiki/The_Treasure_of_the_Humble	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1896-01-01T00:00:00Z	en	literal	The Treasure of the Humble	en	literal	Maurice Maeterlinck			
144	0	uri	http://www.wikidata.org/entity/Q741606	uri	https://en.wikipedia.org/wiki/The_Weavers_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	1892-01-01T00:00:00Z	en	literal	The Weavers	en	literal	Gerhart Hauptmann	en	literal	German
145	1	uri	http://www.wikidata.org/entity/Q1192529	uri	https://en.wikipedia.org/wiki/The_Beaver_Coat	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	The Beaver Coat	en	literal	Gerhart Hauptmann			
146	2	uri	http://www.wikidata.org/entity/Q1215655	uri	https://en.wikipedia.org/wiki/The_Rats_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1911-01-01T00:00:00Z	en	literal	The Rats	en	literal	Gerhart Hauptmann	en	literal	German
147	3	uri	http://www.wikidata.org/entity/Q1473047	uri	https://en.wikipedia.org/wiki/Drayman_Henschel	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Drayman Henschel	en	literal	Gerhart Hauptmann	en	literal	German
148	4	uri	http://www.wikidata.org/entity/Q1657163	uri	https://en.wikipedia.org/wiki/Rose_Bernd	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Rose Bernd	en	literal	Gerhart Hauptmann	en	literal	German
149	5	uri	http://www.wikidata.org/entity/Q7714736	uri	https://en.wikipedia.org/wiki/The_Assumption_of_Hannele	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1893-01-01T00:00:00Z	en	literal	The Assumption of Hannele	en	literal	Gerhart Hauptmann	en	literal	German
150	6	uri	http://www.wikidata.org/entity/Q7727346	uri	https://en.wikipedia.org/wiki/The_Conflagration	http://www.w3.org/2001/XMLSchema#integer	literal	2	literal	4475834-0				en	literal	The Conflagration	en	literal	Gerhart Hauptmann	en	literal	German
151	7	uri	http://www.wikidata.org/entity/Q15433159	uri	https://en.wikipedia.org/wiki/The_Sunken_Bell	http://www.w3.org/2001/XMLSchema#integer	literal	3	literal	4581732-7				en	literal	The Sunken Bell	en	literal	Gerhart Hauptmann	en	literal	German
152	0	uri	http://www.wikidata.org/entity/Q57690253	uri	https://en.wikipedia.org/wiki/Jete_Nahi_Dibo	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Jete Nahi Dibo	en	literal	Rabindranath Tagore	en	literal	Bengali
153	1	uri	http://www.wikidata.org/entity/Q57708093	uri	https://en.wikipedia.org/wiki/Dui_Bigha_Jomi	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	Dui Bigha Jomi	en	literal	Rabindranath Tagore	en	literal	Bengali
154	2	uri	http://www.wikidata.org/entity/Q60786239	uri	https://en.wikipedia.org/wiki/Chitrangada_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Chitrangada	en	literal	Rabindranath Tagore	en	literal	Bengali
155	3	uri	http://www.wikidata.org/entity/Q90935518	uri	https://en.wikipedia.org/wiki/Sandhya_Sangeet	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Sandhya Sangeet	en	literal	Rabindranath Tagore	en	literal	Bengali
156	4	uri	http://www.wikidata.org/entity/Q25212323	uri	https://en.wikipedia.org/wiki/Sahaj_Path_(book)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Sahaj Path	en	literal	Rabindranath Tagore	en	literal	Bengali
157	5	uri	http://www.wikidata.org/entity/Q27996922	uri	https://en.wikipedia.org/wiki/Noukadubi	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1906-01-01T00:00:00Z	en	literal	Noukadubi	en	literal	Rabindranath Tagore	en	literal	Bengali
158	6	uri	http://www.wikidata.org/entity/Q28003160	uri	https://en.wikipedia.org/wiki/Gora_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1910-01-01T00:00:00Z	en	literal	Gora	en	literal	Rabindranath Tagore	en	literal	Bengali
159	7	uri	http://www.wikidata.org/entity/Q30681934	uri	https://en.wikipedia.org/wiki/Hungry_Stones	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Hungry Stones	en	literal	Rabindranath Tagore			
160	8	uri	http://www.wikidata.org/entity/Q51451626	uri	https://en.wikipedia.org/wiki/Bhanusimha_Thakurer_Padabali	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	Bhanusimha Thakurer Padabali	en	literal	Rabindranath Tagore	en	literal	Brajabuli
161	9	uri	http://www.wikidata.org/entity/Q97682640	uri	https://en.wikipedia.org/wiki/Kari_o_Komal	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Kari o Komal	en	literal	Rabindranath Tagore	en	literal	Bengali
162	10	uri	http://www.wikidata.org/entity/Q97682643	uri	https://en.wikipedia.org/wiki/Kheya	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Kheya	en	literal	Rabindranath Tagore	en	literal	Bengali
