	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value	last_section_surname	nach_bookLabel.value_Bestand_Göttingen	nach_bookLabel.value_Ort_Göttingen	nach_bookLabel.value_Medium_Göttingen	nach_bookLabel.value_URL_GUK	error_nach_title	nach_bookLabel.value_last_section_surname_Bestand_Göttingen	nach_bookLabel.value_last_section_surname_Ort_Göttingen	nach_bookLabel.value_last_section_surname_Medium_Göttingen	nach_bookLabel.value_last_section_surname_URL_GUK
445	7	uri	http://www.wikidata.org/entity/Q18351234	uri	https://en.wikipedia.org/wiki/In_the_Zone_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-04-04T00:00:00Z	en	literal	In the Zone	en	literal	Eugene O'Neill	en	literal	English	O'Neill	4536	FMAG	Oau|Aau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit In the Zone&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Oax	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""In the Zone"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
446	8	uri	http://www.wikidata.org/entity/Q27927016	uri	https://en.wikipedia.org/wiki/The_Straw_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Straw	en	literal	Eugene O'Neill				O'Neill	212	7/052|7/068	Oau|Aau|Oaxf|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Straw&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	BBW-DID	Aau|Oax|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Straw"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
447	9	uri	http://www.wikidata.org/entity/Q257921	uri	https://en.wikipedia.org/wiki/The_Hairy_Ape	http://www.w3.org/2001/XMLSchema#integer	literal	6						en	literal	The Hairy Ape	en	literal	Eugene O'Neill	en	literal	English	O'Neill	9	FMAG|BBW-DID	Aar|Asu|Asr|Aau|Aaxkr|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Hairy Ape&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	BBW-DID	Asu|Asr|Aau|Oax	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Hairy Ape"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
448	10	uri	http://www.wikidata.org/entity/Q618430	uri	https://en.wikipedia.org/wiki/Long_Day%27s_Journey_into_Night	http://www.w3.org/2001/XMLSchema#integer	literal	21			http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	en	literal	Long Day's Journey into Night	en	literal	Eugene O'Neill	en	literal	English	O'Neill	9	7/029|7/052|FMAG	Aar|Asu|Ear|Aaukr0|Aau|Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Long Day's Journey into Night&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		4	7/052|7/029	Asu|Aaukr0|Aau|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Long Day's Journey into Night"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
449	11	uri	http://www.wikidata.org/entity/Q794360	uri	https://en.wikipedia.org/wiki/Beyond_the_Horizon_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	13						en	literal	Beyond the Horizon	en	literal	Eugene O'Neill				O'Neill	35	ALS1|FMAG|7/142	Oau|Aau|Oax|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Beyond the Horizon&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	FMAG|BBW-DID	Aax|Aau|Aaxaz0|Oax	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Beyond the Horizon"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
450	12	uri	http://www.wikidata.org/entity/Q1758947	uri	https://en.wikipedia.org/wiki/Anna_Christie	http://www.w3.org/2001/XMLSchema#integer	literal	13			http://www.w3.org/2001/XMLSchema#dateTime	literal	1921-11-02T00:00:00Z	en	literal	Anna Christie	en	literal	Eugene O'Neill				O'Neill	5	FMAG	Aaukr|Aan|Asu|Aauk|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Anna Christie&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	FMAG	Aaukr|Aan|Asu|Aauk|Oax	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Anna Christie"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
451	13	uri	http://www.wikidata.org/entity/Q2488744	uri	https://en.wikipedia.org/wiki/The_Emperor_Jones	http://www.w3.org/2001/XMLSchema#integer	literal	7						en	literal	The Emperor Jones	en	literal	Eugene O'Neill				O'Neill	9	7/029|FMAG|BBW-DID	Aan|Aar|Asu|Asr|Aau|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Emperor Jones&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		7	7/029|BBW-DID	Aan|Asu|Asr|Aau|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Emperor Jones"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
452	14	uri	http://www.wikidata.org/entity/Q2520460	uri	https://en.wikipedia.org/wiki/Mourning_Becomes_Electra	http://www.w3.org/2001/XMLSchema#integer	literal	12	literal	4444948-3				en	literal	Mourning Becomes Electra	en	literal	Eugene O'Neill				O'Neill	3	FMAG	Asu|Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Mourning Becomes Electra&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2	FMAG	Asu|Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Mourning Becomes Electra"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
453	15	uri	http://www.wikidata.org/entity/Q3210574	uri	https://en.wikipedia.org/wiki/A_Touch_of_the_Poet	http://www.w3.org/2001/XMLSchema#integer	literal	3						en	literal	A Touch of the Poet	en	literal	Eugene O'Neill				O'Neill	4	FMAG	Aan|Aau|Oaxkr	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit A Touch of the Poet&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	FMAG	Aan|Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""A Touch of the Poet"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
454	16	uri	http://www.wikidata.org/entity/Q3443505	uri	https://en.wikipedia.org/wiki/A_Moon_for_the_Misbegotten	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1941-01-01T00:00:00Z	en	literal	A Moon for the Misbegotten	en	literal	Eugene O'Neill	en	literal	American English	O'Neill	2	FMAG	Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit A Moon for the Misbegotten&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""A Moon for the Misbegotten"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
455	17	uri	http://www.wikidata.org/entity/Q3521351	uri	https://en.wikipedia.org/wiki/The_Iceman_Cometh	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-01-01T00:00:00Z	en	literal	The Iceman Cometh	en	literal	Eugene O'Neill				O'Neill	9	7/052|7/029	Aar|Asu|Aaukz0|Aauaz0|Aau|Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Iceman Cometh&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		4	7/052|7/029	Asu|Aaukz0|Aauaz0|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Iceman Cometh"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
456	18	uri	http://www.wikidata.org/entity/Q4502184	uri	https://en.wikipedia.org/wiki/Desire_Under_the_Elms	http://www.w3.org/2001/XMLSchema#integer	literal	11	literal	1088042651				en	literal	Desire Under the Elms	en	literal	Eugene O'Neill	en	literal	English	O'Neill	4	7/029|BBW-DID	Asr|Aau|Aaukf|Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Desire Under the Elms&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2	BBW-DID	Aau|Aaukf	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Desire Under the Elms"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
457	19	uri	http://www.wikidata.org/entity/Q4502184	uri	https://en.wikipedia.org/wiki/Desire_Under_the_Elms	http://www.w3.org/2001/XMLSchema#integer	literal	11	literal	4302795-7				en	literal	Desire Under the Elms	en	literal	Eugene O'Neill	en	literal	English	O'Neill	4	7/029|BBW-DID	Asr|Aau|Aaukf|Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Desire Under the Elms&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2	BBW-DID	Aau|Aaukf	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Desire Under the Elms"" and PER O'Neill&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
458	0	uri	http://www.wikidata.org/entity/Q2915845	uri	https://en.wikipedia.org/wiki/The_Thibaults	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-01-01T00:00:00Z	en	literal	The Thibaults	en	literal	Roger Martin du Gard	en	literal	French	Gard	3		Acuaz0|Afuaz0	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Thibaults&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3		Acuaz0|Afuaz0	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Thibaults"" and PER Gard&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
459	0	uri	http://www.wikidata.org/entity/Q1169820	uri	https://en.wikipedia.org/wiki/Imperial_Woman	http://www.w3.org/2001/XMLSchema#integer	literal	3	literal	1143234251	http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	en	literal	Imperial Woman	en	literal	Pearl S. Buck	en	literal	English	Buck	6	7/021|FMAG	Oau|Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Imperial Woman&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2		Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Imperial Woman"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
460	1	uri	http://www.wikidata.org/entity/Q1218608	uri	https://en.wikipedia.org/wiki/The_Good_Earth	http://www.w3.org/2001/XMLSchema#integer	literal	24	literal	4744321-2	http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-03-02T00:00:00Z	en	literal	The Good Earth	en	literal	Pearl S. Buck	en	literal	English	Buck	104	KTS|FMAG|LS1	Aaukr|Kau|Asu|Aau|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Good Earth&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		9	7/066|7/051|FMAG	Asu|Aau|Aaraz0|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Good Earth"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
461	2	uri	http://www.wikidata.org/entity/Q2219624	uri	https://en.wikipedia.org/wiki/Peony_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1948-01-01T00:00:00Z	en	literal	Peony	en	literal	Pearl S. Buck	en	literal	English	Buck	18	BBK-MAG|7/029|FMAG|BBF : DDG	Bau|Aaukr|Aan|Aar|Aau|Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Peony&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	7/051|7/029	Aar|Aauaz0|Aauk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Peony"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
462	3	uri	http://www.wikidata.org/entity/Q4657416	uri	https://en.wikipedia.org/wiki/A_House_Divided_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1935-01-01T00:00:00Z	en	literal	A House Divided	en	literal	Pearl S. Buck	en	literal	English	Buck	99	FMAG	Aaukr|Oau|Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit A House Divided&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	7/066	Asu|Aan	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""A House Divided"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
463	4	uri	http://www.wikidata.org/entity/Q5099897	uri	https://en.wikipedia.org/wiki/China_Sky	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1941-01-01T00:00:00Z	en	literal	China Sky	en	literal	Pearl S. Buck	en	literal	English	Buck	1	ALS1	Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit China Sky&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""China Sky"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
464	5	uri	http://www.wikidata.org/entity/Q5329692	uri	https://en.wikipedia.org/wiki/East_Wind:_West_Wind	http://www.w3.org/2001/XMLSchema#integer	literal	9	literal	1042578117	http://www.w3.org/2001/XMLSchema#dateTime	literal	1930-01-01T00:00:00Z	en	literal	East Wind: West Wind	en	literal	Pearl S. Buck	en	literal	English	Buck	4		Aar|Bsu|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit East Wind: West Wind&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""East Wind: West Wind"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
465	6	uri	http://www.wikidata.org/entity/Q5447865	uri	https://en.wikipedia.org/wiki/Fighting_Angel	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1936-01-01T00:00:00Z	en	literal	Fighting Angel	en	literal	Pearl S. Buck	en	literal	English	Buck	3	7/066|7/051	Aau|Aaraz0|Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Fighting Angel&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	7/066|7/051	Aau|Aaraz0|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Fighting Angel"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
466	7	uri	http://www.wikidata.org/entity/Q6533556	uri	https://en.wikipedia.org/wiki/Letter_from_Peking	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-01-01T00:00:00Z	en	literal	Letter from Peking	en	literal	Pearl S. Buck	en	literal	English	Buck	20		Eaxkr|Aau|Oaxkr	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Letter from Peking&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2		Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Letter from Peking"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
467	8	uri	http://www.wikidata.org/entity/Q7562273	uri	https://en.wikipedia.org/wiki/Sons_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1932-06-01T00:00:00Z	en	literal	Sons	en	literal	Pearl S. Buck	en	literal	English	Buck	2143	7/042|ALS1|FMAG	Oau|Aau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Sons&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		4	7/051	Asu|Aauaz0|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Sons"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
468	9	uri	http://www.wikidata.org/entity/Q7717852	uri	https://en.wikipedia.org/wiki/The_Big_Wave	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Big Wave	en	literal	Pearl S. Buck	en	literal	English	Buck	1		Aan	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Big Wave&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Big Wave"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
469	10	uri	http://www.wikidata.org/entity/Q7732793	uri	https://en.wikipedia.org/wiki/The_Exile_(Buck_book)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Exile	en	literal	Pearl S. Buck	en	literal	English	Buck	1089	FMAG	Oau|Aau|Oax|Aax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Exile&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	7/066|7/051|FMAG	Aau|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Exile"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
470	11	uri	http://www.wikidata.org/entity/Q7747877	uri	https://en.wikipedia.org/wiki/The_Living_Reed	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1963-01-01T00:00:00Z	en	literal	The Living Reed	en	literal	Pearl S. Buck	en	literal	English	Buck	1		Aan	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Living Reed&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aan	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Living Reed"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
471	12	uri	http://www.wikidata.org/entity/Q7752416	uri	https://en.wikipedia.org/wiki/The_Mother_(Pearl_S._Buck_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1933-01-01T00:00:00Z	en	literal	The Mother	en	literal	Pearl S. Buck	en	literal	American English	Buck	3088	FMAG|BBWISO	Oau|Aau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Mother&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	7/066|BBW-DID	Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Mother"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
472	13	uri	http://www.wikidata.org/entity/Q7766714	uri	https://en.wikipedia.org/wiki/The_Story_Bible	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1971-01-01T00:00:00Z	en	literal	The Story Bible	en	literal	Pearl S. Buck	en	literal	English	Buck	44	7/042|FMAG|7/916	Aax|Aau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Story Bible&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Story Bible"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
473	14	uri	http://www.wikidata.org/entity/Q14981139	uri	https://en.wikipedia.org/wiki/Dragon_Seed_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1942-01-01T00:00:00Z	en	literal	Dragon Seed	en	literal	Pearl S. Buck	en	literal	English	Buck	9	FMAG|LS1	Oax|Aau|Aar|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Dragon Seed&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Dragon Seed"" and PER Buck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
474	0	uri	http://www.wikidata.org/entity/Q3391567	uri	https://en.wikipedia.org/wiki/Ihmiset_suviy%C3%B6ss%C3%A4	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1934-01-01T00:00:00Z	en	literal	Ihmiset suviyössä	en	literal	Frans Eemil Sillanpää	en	literal	Finnish	Sillanpää	3	BBK-FUS|LS1	Afn|Aar|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Ihmiset suviyössä&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	BBK-FUS|LS1	Afn|Aar|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Ihmiset suviyössä"" and PER Sillanpää&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
475	0	uri	http://www.wikidata.org/entity/Q1758876	uri	https://en.wikipedia.org/wiki/The_Fall_of_the_King	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-01-01T00:00:00Z	en	literal	The Fall of the King	en	literal	Johannes V. Jensen	en	literal	German	Jensen	130	7/021|FMAG	AFu|Aaukr|Aau|Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Fall of the King&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Fall of the King"" and PER Jensen&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
