	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value	last_section_surname	nach_bookLabel.value_Bestand_Göttingen	nach_bookLabel.value_Ort_Göttingen	nach_bookLabel.value_Medium_Göttingen	nach_bookLabel.value_URL_GUK	error_nach_title	nach_bookLabel.value_last_section_surname_Bestand_Göttingen	nach_bookLabel.value_last_section_surname_Ort_Göttingen	nach_bookLabel.value_last_section_surname_Medium_Göttingen	nach_bookLabel.value_last_section_surname_URL_GUK
1370	8	uri	http://www.wikidata.org/entity/Q28453419	uri	https://en.wikipedia.org/wiki/Declaration_(anthology)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Declaration	en	literal	Doris Lessing	en	literal	English	Lessing	7679	7/154|7/041|FMAG	Oax|Oau|Aau|Aaa	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Declaration&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Declaration"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1371	9	uri	http://www.wikidata.org/entity/Q428339	uri	https://en.wikipedia.org/wiki/The_Grass_Is_Singing	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1950-01-01T00:00:00Z	en	literal	The Grass Is Singing	en	literal	Doris Lessing	en	literal	English	Lessing	5	7/029|FMAG|LS1	Aaukr|Aar|Aau|Oau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Grass Is Singing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		4	7/029|FMAG|LS1	Aaukr|Aau|Aar|Oax	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Grass Is Singing"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1372	10	uri	http://www.wikidata.org/entity/Q784986	uri	https://en.wikipedia.org/wiki/The_Golden_Notebook	http://www.w3.org/2001/XMLSchema#integer	literal	15	literal	4099289-5	http://www.w3.org/2001/XMLSchema#dateTime	literal	1962-01-01T00:00:00Z	en	literal	The Golden Notebook	en	literal	Doris Lessing	en	literal	English	Lessing	10	7/029|7/052|FMAG|BBW-DID|LS1	Aau|Eau|Aar|Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Golden Notebook&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	7/052|7/029|BBW-DID|LS1	Aau|Aar|Aauk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Golden Notebook"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1373	11	uri	http://www.wikidata.org/entity/Q784986	uri	https://en.wikipedia.org/wiki/The_Golden_Notebook	http://www.w3.org/2001/XMLSchema#integer	literal	15	literal	4099289-5	http://www.w3.org/2001/XMLSchema#dateTime	literal	1962-01-01T00:00:00Z	en	literal	The Golden Notebook	en	literal	Doris Lessing	en	literal	English	Lessing	10	7/029|7/052|FMAG|BBW-DID|LS1	Aau|Eau|Aar|Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Golden Notebook&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	7/052|7/029|BBW-DID|LS1	Aau|Aar|Aauk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Golden Notebook"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1374	12	uri	http://www.wikidata.org/entity/Q859996	uri	https://en.wikipedia.org/wiki/The_Cleft	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	2007-01-01T00:00:00Z	en	literal	The Cleft	en	literal	Doris Lessing	en	literal	English	Lessing	96		Oau|Aau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Cleft&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2	FMAG|BBW-DID	Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Cleft"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1375	13	uri	http://www.wikidata.org/entity/Q860162	uri	https://en.wikipedia.org/wiki/The_Fifth_Child	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1988-01-01T00:00:00Z	en	literal	The Fifth Child	en	literal	Doris Lessing	en	literal	English	Lessing	15	7/029|BBW-ERZ|7/052|7/051|FMAG|ALS1|BBM-MAG1|BBW-PSY	Aank|Aar|Aau|Oaxkr|Aauar0	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Fifth Child&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		4	7/029|7/052|FMAG	Aau|Aauar0	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Fifth Child"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1376	14	uri	http://www.wikidata.org/entity/Q1214791	uri	https://en.wikipedia.org/wiki/The_Memoirs_of_a_Survivor	http://www.w3.org/2001/XMLSchema#integer	literal	8	literal	4490839-8	http://www.w3.org/2001/XMLSchema#dateTime	literal	1974-01-01T00:00:00Z	en	literal	The Memoirs of a Survivor	en	literal	Doris Lessing	en	literal	British English	Lessing	6	BBK-HIST|FMAG|BBW-DID	Aan|Aau|Aaxk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Memoirs of a Survivor&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		4	BBW-DID	Aan	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Memoirs of a Survivor"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1377	15	uri	http://www.wikidata.org/entity/Q1463723	uri	https://en.wikipedia.org/wiki/Shikasta	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	1979-01-01T00:00:00Z	en	literal	Shikasta	en	literal	Doris Lessing	en	literal	English	Lessing	3	7/029	AFu|Afn|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Shikasta&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	7/029	AFu|Afn|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Shikasta"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1378	16	uri	http://www.wikidata.org/entity/Q3312043	uri	https://en.wikipedia.org/wiki/Canopus_in_Argos	http://www.w3.org/2001/XMLSchema#integer	literal	8						en	literal	Canopus in Argos	en	literal	Doris Lessing				Lessing	13	7/029	Afukz0|Aar|AFu|Ean|Afu|Afn|Acukr0	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Canopus in Argos&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		11		Afukz0|Acu|AFu|Afu|Afn|Acukr0	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Canopus in Argos"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1379	17	uri	http://www.wikidata.org/entity/Q4351814	uri	https://en.wikipedia.org/wiki/The_Good_Terrorist	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1985-01-01T00:00:00Z	en	literal	The Good Terrorist	en	literal	Doris Lessing	en	literal	English	Lessing	3	FMAG|BBK-FEM	Aan|Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Good Terrorist&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	FMAG|BBK-FEM	Aan|Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Good Terrorist"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1380	18	uri	http://www.wikidata.org/entity/Q4723676	uri	https://en.wikipedia.org/wiki/Alfred_and_Emily	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	en	literal	Alfred and Emily	en	literal	Doris Lessing				Lessing	2	FMAG	Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Alfred and Emily&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1	FMAG	Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Alfred and Emily"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1381	19	uri	http://www.wikidata.org/entity/Q6273369	uri	https://en.wikipedia.org/wiki/The_Sirian_Experiments	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1980-01-01T00:00:00Z	en	literal	The Sirian Experiments	en	literal	Doris Lessing	en	literal	English	Lessing	1		AFu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Sirian Experiments&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		AFu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Sirian Experiments"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1382	20	uri	http://www.wikidata.org/entity/Q7245856	uri	https://en.wikipedia.org/wiki/Prisons_We_Choose_to_Live_Inside	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1986-01-01T00:00:00Z	en	literal	Prisons We Choose to Live Inside	en	literal	Doris Lessing	en	literal	English	Lessing	1		Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Prisons We Choose to Live Inside&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Prisons We Choose to Live Inside"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1383	21	uri	http://www.wikidata.org/entity/Q7734986	uri	https://en.wikipedia.org/wiki/The_Four-Gated_City	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1969-01-01T00:00:00Z	en	literal	The Four-Gated City	en	literal	Doris Lessing	en	literal	English	Lessing	2	7/029	Aark|Aan	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Four-Gated City&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1	7/029	Aark	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Four-Gated City"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1384	22	uri	http://www.wikidata.org/entity/Q7737518	uri	https://en.wikipedia.org/wiki/The_Grandmothers:_Four_Short_Novels	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	2003-01-01T00:00:00Z	en	literal	The Grandmothers: Four Short Novels	en	literal	Doris Lessing	en	literal	English	Lessing	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Grandmothers: Four Short Novels&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Grandmothers: Four Short Novels"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1385	23	uri	http://www.wikidata.org/entity/Q7749734	uri	https://en.wikipedia.org/wiki/The_Making_of_the_Representative_for_Planet_8	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1981-01-01T00:00:00Z	en	literal	The Making of the Representative for Planet 8	en	literal	Doris Lessing	en	literal	English	Lessing	1		AFu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Making of the Representative for Planet 8&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		AFu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Making of the Representative for Planet 8"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1386	24	uri	http://www.wikidata.org/entity/Q7749734	uri	https://en.wikipedia.org/wiki/The_Making_of_the_Representative_for_Planet_8	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1982-01-01T00:00:00Z	en	literal	The Making of the Representative for Planet 8	en	literal	Doris Lessing	en	literal	English	Lessing	1		AFu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Making of the Representative for Planet 8&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		AFu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Making of the Representative for Planet 8"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1387	25	uri	http://www.wikidata.org/entity/Q7750420	uri	https://en.wikipedia.org/wiki/The_Marriages_Between_Zones_Three,_Four_and_Five	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1980-01-01T00:00:00Z	en	literal	The Marriages Between Zones Three, Four and Five	en	literal	Doris Lessing	en	literal	English	Lessing	1		Eau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Marriages Between Zones Three, Four and Five&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Marriages Between Zones Three, Four and Five"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1388	26	uri	http://www.wikidata.org/entity/Q7763309	uri	https://en.wikipedia.org/wiki/The_Sentimental_Agents_in_the_Volyen_Empire	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1983-01-01T00:00:00Z	en	literal	The Sentimental Agents in the Volyen Empire	en	literal	Doris Lessing	en	literal	English	Lessing	2		AFu|Afukz0	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Sentimental Agents in the Volyen Empire&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2		AFu|Afukz0	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Sentimental Agents in the Volyen Empire"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1389	27	uri	http://www.wikidata.org/entity/Q7767637	uri	https://en.wikipedia.org/wiki/The_Sweetest_Dream	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	2001-01-01T00:00:00Z	en	literal	The Sweetest Dream	en	literal	Doris Lessing	en	literal	English	Lessing	1	FMAG	Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Sweetest Dream&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1	FMAG	Aauk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Sweetest Dream"" and PER Lessing&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1390	0	uri	http://www.wikidata.org/entity/Q3518515	uri	https://en.wikipedia.org/wiki/Terra_Amata_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1967-01-01T00:00:00Z	en	literal	Terra Amata	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	5		Aau|Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Terra Amata&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		2		Aau|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Terra Amata"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1391	1	uri	http://www.wikidata.org/entity/Q3540058	uri	https://en.wikipedia.org/wiki/Trois_Villes_saintes	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1980-01-01T00:00:00Z	en	literal	Trois Villes saintes	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Trois Villes saintes&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Trois Villes saintes"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1392	2	uri	http://www.wikidata.org/entity/Q3556136	uri	https://en.wikipedia.org/wiki/To_the_Icebergs_(Essay_on_Henri_Michaux)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1978-01-01T00:00:00Z	en	literal	Vers les icebergs	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Vers les icebergs&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Vers les icebergs"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1393	3	uri	http://www.wikidata.org/entity/Q3563420	uri	https://en.wikipedia.org/wiki/Voyages_de_l%27autre_c%C3%B4t%C3%A9	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1975-01-01T00:00:00Z	en	literal	Voyages de l'autre côté	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	1		Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Voyages de l'autre côté&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Voyages de l'autre côté"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1394	4	uri	http://www.wikidata.org/entity/Q5166430	uri	https://en.wikipedia.org/wiki/Conversations_avec_J._M._G._Le_Cl%C3%A9zio	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1971-01-01T00:00:00Z	en	literal	Conversations avec J. M. G. Le Clézio	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Conversations avec J M G Le Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Conversations avec J M G Le Clézio"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1395	5	uri	http://www.wikidata.org/entity/Q5221012	uri	https://en.wikipedia.org/wiki/Dans_la_maison_d%27Edith	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1997-01-01T00:00:00Z	en	literal	Dans la maison d'Edith	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Dans la maison d'Edith&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Dans la maison d'Edith"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1396	6	uri	http://www.wikidata.org/entity/Q5377267	uri	https://en.wikipedia.org/wiki/Enfances_(essay)	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1998-06-26T00:00:00Z	en	literal	Enfances	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	48	BBK-ROM|HG-MPI|BBK-HIST|FMAG	Obv|Aau|AFu|Afu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Enfances&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Enfances"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1397	7	uri	http://www.wikidata.org/entity/Q5500843	uri	https://en.wikipedia.org/wiki/Freedom_to_Dream_and_Freedom_to_Speak	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1965-01-01T00:00:00Z	en	literal	Freedom to Dream and Freedom to Speak	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Freedom to Dream and Freedom to Speak&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Freedom to Dream and Freedom to Speak"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1398	8	uri	http://www.wikidata.org/entity/Q5500843	uri	https://en.wikipedia.org/wiki/Freedom_to_Dream_and_Freedom_to_Speak	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1965-01-01T00:00:00Z	en	literal	Freedom to Dream and Freedom to Speak	en	literal	Jean-Marie Gustave Le Clézio	en	literal	English	Clézio	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Freedom to Dream and Freedom to Speak&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Freedom to Dream and Freedom to Speak"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
1399	9	uri	http://www.wikidata.org/entity/Q6012095	uri	https://en.wikipedia.org/wiki/In_the_Eye_of_the_Sun:_Mexican_Fiestas	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1996-01-01T00:00:00Z	en	literal	In the Eye of the Sun: Mexican Fiestas	en	literal	Jean-Marie Gustave Le Clézio	en	literal	French	Clézio	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit In the Eye of the Sun: Mexican Fiestas&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""In the Eye of the Sun: Mexican Fiestas"" and PER Clézio&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
